3,17,2012-11-07,-17,3
3,1,2014-01-30,-1,3
3,3,2014-03-10,-3,3
3,1,2014-03-24,-1,3
3,1,2014-06-11,-1,3
3,0.25,2014-06-23,-0.25,3
3,0.25,2014-07-01,-0.25,3
3,0.16,2014-07-01,-0.16,3
